1.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
1.	2.	4.	8.	16.	32.	64.	128.	256.	512.	1022.	2024.	3938.	7436.	13442.	22880.	35750.	48620.	48620.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
1.	3.	9.	27.	81.	243.	729.	2187.	6561.	19683.	59046.	177078.	530574.	1.586442e6	4.725006e6	1.3982826e7	4.0987518e7	1.18569594e8	3.37038702e8	9.36435786e8	2.52607641e9	6.55837611e9	1.620263931e10	3.751147257e10	7.958041377e10	1.4899416675e11	2.278734315e11	2.278734315e11	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
1.	4.	16.	64.	256.	1024.	4096.	16384.	65536.	262144.	1.048572e6	4.194168e6	1.6774692e7	6.7075008e7	2.68068372e8	1.070327544e9	4.266715596e9	1.6966785264e10	6.7229149416e10	2.65088647824e11	1.038536385744e12	4.035177459456e12	1.5516903374544e13	5.8911101579616e13	2.20199495705904e14	8.076675791184e14	2.8957244181294e15	1.01009911727868e16	3.40853990331426e16	1.104701228112768e17	3.40685819738979e17	9.874165959071699e17	2.643080688878487e18	6.363715588228283e18	1.3178119249277268e19	2.145275226626532e19	2.145275226626532e19	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
1.	5.	25.	125.	625.	3125.	15625.	78125.	390625.	1.953125e6	9.76562e6	4.88279e7	2.441351e8	1.2206051e9	6.1021103e9	3.050030126e10	1.523990039e11	7.610578547e11	3.7973233727e12	1.89228896571e13	9.413012336442e13	4.671283545357e14	2.3109888465807e15	1.13881219805067e16	5.58452959379601e16	2.7222919196434963e17	1.3175619933480576e18	6.322742122257132e18	3.0038254320227443e19	1.4103656769285928e20	6.531781029847559e20	2.9772310689785e21	1.3322045665899698e22	5.834829979956682e22	2.492792191436383e23	1.0345802009419942e24	4.1506022745894963e24	1.5998309171661503e25	5.878981071397031e25	2.0390947411751335e26	6.585649682849971e26	1.9428344010336396e27	5.084240449546473e27	1.1233558937930748e28	1.9010638202652034e28	1.9010638202652032e28	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
1.	6.	36.	216.	1296.	7776.	46656.	279936.	1.679616e6	1.0077696e7	6.046617e7	3.6279672e8	2.17677207e9	1.306046742e10	7.836012327e10	4.7012320212e11	2.82026999397e12	1.691625746382e13	1.0144056822042e14	6.0807364369752e14	3.64302909151896e15	2.180896774460976e16	1.3042325468800054e17	7.788966077949513e17	4.643460145673366e18	2.7621485278648267e19	1.6386082754193398e20	9.688971853321866e20	5.706598771295591e21	3.3455401588337806e22	1.950761275931551e23	1.1303571129333582e24	6.502604426772767e24	3.7099087625795585e25	2.0967177907696007e26	1.172358096231389e27	6.475970342931274e27	3.528435996568696e28	1.8928495433862018e29	9.977661128342172e29	5.156086733524158e30	2.6051976027128845e31	1.2830809833266848e32	6.1374641594770185e32	2.839034288257075e33	1.2633532925019148e34	5.373253320738474e34	2.166416084434589e35	8.191903388361327e35	2.863274435008457e36	9.061691553361883e36	2.5164292628957324e37	5.817867071359523e37	1.0109736222362448e38	1.0109736222362446e38	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
1.	7.	49.	343.	2401.	16807.	117649.	823543.	5.764801e6	4.0353607e7	2.82475242e8	1.977326274e9	1.3841270058e10	9.6888557766e10	6.78213417882e11	4.74738495231e12	3.323006007321e13	2.3258800323759e14	1.62783020240841e15	1.139138157380223e16	7.97005708096498e16	5.5747744830791014e17	3.8978634078536253e18	2.7239568091046978e19	1.902287308733838e20	1.3272983003428335e21	9.250755914763319e21	6.438530155753317e22	4.473690715646846e23	3.102184174005211e24	2.1459894536069523e25	1.4803509254241562e26	1.0178402496231298e27	6.971951941152877e27	4.755007004558073e28	3.227090191509109e29	2.1779745562727384e30	1.4607315780839588e31	9.728175965062005e31	6.427969783959255e32	4.210201765468812e33	2.7307827277557966e34	1.7520777162628334e35	1.110659146068281e36	6.946944326812017e36	4.28107673426495e37	2.5950400812973348e38	1.5444145679335658e39	9.005399107198765e39	5.1324272539382585e40	2.8511924770210847e41	1.5389342430850344e42	8.040066516457798e42	4.0474330229945077e43	1.9524979186433296e44	8.964582832132883e44	3.8836366374103213e45	1.5696566604022522e46	5.828726022560503e46	1.9457628178059753e47	5.649703125673015e47	1.3507408928680727e48	2.3927410102234425e48	2.3927410102234425e48	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
1.	8.	64.	512.	4096.	32768.	262144.	2.097152e6	1.6777216e7	1.34217728e8	1.073741816e9	8.589933968e9	6.8719450184e10	5.49754997792e11	4.398026248616e12	3.5183940808016e13	2.81466815798168e14	2.251659155729984e15	1.8012152107341392e16	1.4408152091975242e17	1.1524434113747756e18	9.216890397230355e18	7.370257626177766e19	5.892350556429896e20	4.709446611360245e21	3.7625915092364475e22	3.004642152830913e23	2.3978998595006022e24	1.9122164033697595e25	1.52347879202444e26	1.2123974206982601e27	9.635372057789611e27	7.645432671318021e28	6.0552231612566445e29	4.785485965113581e30	3.772694001739147e31	2.9659014111336046e32	2.3242295811275616e33	1.8148601993191004e34	1.4114327890723494e35	1.0927648201913417e36	8.418290162286778e36	6.449357104506656e37	4.910786781983431e38	3.714113182686796e39	2.7882679310431675e40	2.076211083975583e41	1.532223920514725e42	1.1197304111221697e43	8.095412024465563e43	5.7843558005849194e44	4.080141034588151e45	2.837683413722824e46	1.9432508316114736e47	1.3083112844108129e48	8.645170819527305e48	5.596112001801595e49	3.5408547243881272e50	2.1845498983880042e51	1.3104033516325383e52	7.617055023613646e52	4.273621262100102e53	2.3034655529370392e54	1.1859034869081102e55	5.790338687034208e55	2.6571521408019265e56	1.1325437845383414e57	4.412392040802699e57	1.5361301174013604e58	4.61805546964663e58	1.1330011866524343e59	2.036533778539818e59	2.036533778539818e59	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
1.	9.	81.	729.	6561.	59049.	531441.	4.782969e6	4.3046721e7	3.87420489e8	3.486784392e9	3.1381058808e10	2.82429497592e11	2.541864464568e12	2.2876753823352e13	2.05890193996344e14	1.852999937690616e15	1.6676783516445624e16	1.50087380960922e17	1.3507276976548797e18	1.215565656780061e19	1.0938792422242209e20	9.843095296298657e20	8.856324634489775e21	7.967457550277702e22	7.16657151234913e23	6.444739094102169e24	5.793933305238421e25	5.2069421922825335e26	4.677291563142715e27	4.1991748529540215e28	3.767389298648414e29	3.377277723597396e30	3.024675348631809e31	2.7058611409121788e32	2.4175132882782663e33	2.1566684458946102e34	1.920684447095506e35	1.7072062045337233e36	1.51413455420497e37	1.3395978164345373e38	1.1819258666962958e39	1.039626526784333e40	9.1136410436796e40	7.95939926798742e41	6.922747332422342e42	5.99392807484691e43	5.164077515784464e44	4.425098171305314e45	3.7695472569527567e46	3.190539215524362e47	2.6816620831511797e48	2.2369072459186544e49	1.8506121277286251e50	1.5174152861961068e51	1.2322232773786892e52	9.90188486327573e52	7.866969176629226e53	6.17364712264638e54	4.7804192103851094e55	3.6482184683253214e56	2.7405408586076593e57	2.023592860781313e58	1.4664361564992757e59	1.0411101899012537e60	7.227154190928471e60	4.8944331578771054e61	3.2254348824833702e62	2.062234361529312e63	1.274820062859121e64	7.588311751213847e64	4.328122542461769e65	2.351378144433711e66	1.2078180440130177e67	5.811122333778684e67	2.5868948238066186e68	1.0480224700902575e69	3.774632789425319e69	1.1668575304504105e70	2.922187878851317e70	5.313068870638757e70	5.313068870638757e70	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
